null	Sun Dec 02 14:23:32 BRT 54706	71	DayTypeContextualAttribute	PostF(CF-based=NearestNeighbor_UserBased-transClosureRicardo(N=71), strategy: AT_LEAST_MEDIA_OF_OCCURRENCIES[onlyGoodRatings: true, minimal: 4.0])	5	0.01206896551724138	0.0603448275862069	0.02011494252873563	BOOK	FOOD	162	116	85	78	5553	81	2471	2522	100
null	Sun Dec 02 14:23:32 BRT 54706	71	WEEKDAY	PostF(CF-based=NearestNeighbor_UserBased-transClosureRicardo(N=71), strategy: AT_LEAST_MEDIA_OF_OCCURRENCIES[onlyGoodRatings: true, minimal: 4.0])	5	0.05	0.25	0.08333333333333334	BOOK	FOOD	29	8	85	78	5553	81	2471	2522	100
null	Sun Dec 02 14:24:01 BRT 54706	71	WEEKEND	PostF(CF-based=NearestNeighbor_UserBased-transClosureRicardo(N=71), strategy: AT_LEAST_MEDIA_OF_OCCURRENCIES[onlyGoodRatings: true, minimal: 4.0])	5	0.009259259259259257	0.04629629629629629	0.015432098765432094	BOOK	FOOD	133	108	85	78	5553	81	2471	2522	100
439	200039087	0|-1|-1|-1|-1|1|-1|-1	2
439	200039900	0|-1|-1|-1|-1|1|-1|-1	83
387	200039087	0|-1|-1|-1|-1|1|-1|-1	3
334	200029679	0|-1|-1|-1|-1|1|-1|-1	11
453	200082102	0|-1|-1|-1|-1|1|-1|-1	7
397	200078814	0|-1|-1|-1|-1|1|-1|-1	81
388	200042169	0|-1|-1|-1|-1|1|-1|-1	47
134	200014953	0|-1|-1|-1|-1|1|-1|-1	101
281	200099709	1|-1|-1|-1|-1|1|-1|-1	34
144	200034382	1|-1|-1|-1|-1|1|-1|-1	87
144	200002496	1|-1|-1|-1|-1|1|-1|-1	27
2	200090674	1|-1|-1|-1|-1|1|-1|-1	47
145	200068063	1|-1|-1|-1|-1|1|-1|-1	56
144	200087864	1|-1|-1|-1|-1|1|-1|-1	87
9	200079431	1|-1|-1|-1|-1|1|-1|-1	22
9	200082102	1|-1|-1|-1|-1|1|-1|-1	99
9	200126673	1|-1|-1|-1|-1|1|-1|-1	26
145	200079506	1|-1|-1|-1|-1|1|-1|-1	68
288	200021761	1|-1|-1|-1|-1|1|-1|-1	54
288	200025730	1|-1|-1|-1|-1|1|-1|-1	56
288	200027208	1|-1|-1|-1|-1|1|-1|-1	69
12	200016884	1|-1|-1|-1|-1|1|-1|-1	67
291	200122412	1|-1|-1|-1|-1|1|-1|-1	75
291	200033573	1|-1|-1|-1|-1|1|-1|-1	90
292	200037310	1|-1|-1|-1|-1|1|-1|-1	66
298	200010744	1|-1|-1|-1|-1|1|-1|-1	3
293	200062853	1|-1|-1|-1|-1|1|-1|-1	65
439	200086317	1|-1|-1|-1|-1|1|-1|-1	34
23	200002496	1|-1|-1|-1|-1|1|-1|-1	16
299	200202891	1|-1|-1|-1|-1|1|-1|-1	43
23	200015411	1|-1|-1|-1|-1|1|-1|-1	54
299	200213191	1|-1|-1|-1|-1|1|-1|-1	23
23	200067256	1|-1|-1|-1|-1|1|-1|-1	96
166	200017140	1|-1|-1|-1|-1|1|-1|-1	12
29	200032731	1|-1|-1|-1|-1|1|-1|-1	29
29	200020155	1|-1|-1|-1|-1|1|-1|-1	77
308	200022176	1|-1|-1|-1|-1|1|-1|-1	92
24	200028648	1|-1|-1|-1|-1|1|-1|-1	28
315	200029544	1|-1|-1|-1|-1|1|-1|-1	15
315	200092022	1|-1|-1|-1|-1|1|-1|-1	78
31	200029619	1|-1|-1|-1|-1|1|-1|-1	12
38	200053950	1|-1|-1|-1|-1|1|-1|-1	53
487	200028943	1|-1|-1|-1|-1|1|-1|-1	41
44	200173856	1|-1|-1|-1|-1|1|-1|-1	93
46	200032844	1|-1|-1|-1|-1|1|-1|-1	87
325	200026901	1|-1|-1|-1|-1|1|-1|-1	7
325	200037336	1|-1|-1|-1|-1|1|-1|-1	67
325	200112299	1|-1|-1|-1|-1|1|-1|-1	83
325	200152772	1|-1|-1|-1|-1|1|-1|-1	51
325	200158349	1|-1|-1|-1|-1|1|-1|-1	31
325	200163154	1|-1|-1|-1|-1|1|-1|-1	80
325	200243335	1|-1|-1|-1|-1|1|-1|-1	81
325	200249148	1|-1|-1|-1|-1|1|-1|-1	90
325	200284079	1|-1|-1|-1|-1|1|-1|-1	89
325	200340996	1|-1|-1|-1|-1|1|-1|-1	39
325	200292467	1|-1|-1|-1|-1|1|-1|-1	27
325	200386066	1|-1|-1|-1|-1|1|-1|-1	64
325	200345798	1|-1|-1|-1|-1|1|-1|-1	88
325	200346159	1|-1|-1|-1|-1|1|-1|-1	89
325	200441475	1|-1|-1|-1|-1|1|-1|-1	71
325	200494369	1|-1|-1|-1|-1|1|-1|-1	71
358	200113983	1|-1|-1|-1|-1|1|-1|-1	12
358	200069240	1|-1|-1|-1|-1|1|-1|-1	92
358	200304010	1|-1|-1|-1|-1|1|-1|-1	101
358	200474511	1|-1|-1|-1|-1|1|-1|-1	100
358	200436132	1|-1|-1|-1|-1|1|-1|-1	94
330	200136589	1|-1|-1|-1|-1|1|-1|-1	4
330	200155369	1|-1|-1|-1|-1|1|-1|-1	77
50	200083561	1|-1|-1|-1|-1|1|-1|-1	3
50	200025757	1|-1|-1|-1|-1|1|-1|-1	70
54	200347746	1|-1|-1|-1|-1|1|-1|-1	61
480	200020099	1|-1|-1|-1|-1|1|-1|-1	25
342	200235408	1|-1|-1|-1|-1|1|-1|-1	98
342	200416121	1|-1|-1|-1|-1|1|-1|-1	30
352	200063786	1|-1|-1|-1|-1|1|-1|-1	81
204	200020616	1|-1|-1|-1|-1|1|-1|-1	29
486	200030946	1|-1|-1|-1|-1|1|-1|-1	40
348	200031564	1|-1|-1|-1|-1|1|-1|-1	76
348	200072990	1|-1|-1|-1|-1|1|-1|-1	59
348	200095222	1|-1|-1|-1|-1|1|-1|-1	47
346	200225889	1|-1|-1|-1|-1|1|-1|-1	53
75	200015478	1|-1|-1|-1|-1|1|-1|-1	89
77	200077397	1|-1|-1|-1|-1|1|-1|-1	100
77	200258647	1|-1|-1|-1|-1|1|-1|-1	40
463	200164137	1|-1|-1|-1|-1|1|-1|-1	80
213	200219396	1|-1|-1|-1|-1|1|-1|-1	50
463	200172701	1|-1|-1|-1|-1|1|-1|-1	54
463	200226218	1|-1|-1|-1|-1|1|-1|-1	21
463	200173572	1|-1|-1|-1|-1|1|-1|-1	34
227	200043509	1|-1|-1|-1|-1|1|-1|-1	75
227	200048760	1|-1|-1|-1|-1|1|-1|-1	78
83	200225644	1|-1|-1|-1|-1|1|-1|-1	15
227	200099476	1|-1|-1|-1|-1|1|-1|-1	97
229	200018762	1|-1|-1|-1|-1|1|-1|-1	80
229	200104215	1|-1|-1|-1|-1|1|-1|-1	17
66	200090674	1|-1|-1|-1|-1|1|-1|-1	54
309	200028148	1|-1|-1|-1|-1|1|-1|-1	91
102	200041384	1|-1|-1|-1|-1|1|-1|-1	51
387	200088348	1|-1|-1|-1|-1|1|-1|-1	34
229	200134725	1|-1|-1|-1|-1|1|-1|-1	72
302	200069173	1|-1|-1|-1|-1|1|-1|-1	2
388	200029251	1|-1|-1|-1|-1|1|-1|-1	17
420	200016371	1|-1|-1|-1|-1|1|-1|-1	84
218	200099476	1|-1|-1|-1|-1|1|-1|-1	99
427	200031371	1|-1|-1|-1|-1|1|-1|-1	76
263	200005031	1|-1|-1|-1|-1|1|-1|-1	17
395	200103152	1|-1|-1|-1|-1|1|-1|-1	39
395	200109418	1|-1|-1|-1|-1|1|-1|-1	29
263	200044835	1|-1|-1|-1|-1|1|-1|-1	9
405	200069173	1|-1|-1|-1|-1|1|-1|-1	53
406	200048760	1|-1|-1|-1|-1|1|-1|-1	80
265	200101104	1|-1|-1|-1|-1|1|-1|-1	97
407	200087782	1|-1|-1|-1|-1|1|-1|-1	44
414	200071348	1|-1|-1|-1|-1|1|-1|-1	58
134	200128956	1|-1|-1|-1|-1|1|-1|-1	87
150	200032204	1|-1|-1|-1|-1|1|-1|-1	1
